name	electrode_name	type	units	sampling_frequency	stream_id	gain	recording_mode
electrode0	electrode0	n/a	V	48828.125	BF_FREQ1000_rep1,BF_FREQ1000_rep2,BF_FREQ1000_rep3,BF_FREQ1000_rep4,BF_FREQ1000_rep5,BF_FREQ1050_rep1,BF_FREQ1050_rep2,BF_FREQ1050_rep3,BF_FREQ1050_rep4,BF_FREQ1050_rep5,BF_FREQ1100_rep1,BF_FREQ1100_rep2,BF_FREQ1100_rep3,BF_FREQ1100_rep4,BF_FREQ1100_rep5,BF_FREQ1150_rep1,BF_FREQ1150_rep2,BF_FREQ1150_rep3,BF_FREQ1150_rep4,BF_FREQ1150_rep5,BF_FREQ1200_rep1,BF_FREQ1200_rep2,BF_FREQ1200_rep3,BF_FREQ1200_rep4,BF_FREQ1200_rep5,BF_FREQ200_rep1,BF_FREQ200_rep2,BF_FREQ200_rep3,BF_FREQ200_rep4,BF_FREQ200_rep5,BF_FREQ250_rep1,BF_FREQ250_rep2,BF_FREQ250_rep3,BF_FREQ250_rep4,BF_FREQ250_rep5,BF_FREQ300_rep1,BF_FREQ300_rep2,BF_FREQ300_rep3,BF_FREQ300_rep4,BF_FREQ300_rep5,BF_FREQ350_rep1,BF_FREQ350_rep2,BF_FREQ350_rep3,BF_FREQ350_rep4,BF_FREQ350_rep5,BF_FREQ400_rep1,BF_FREQ400_rep2,BF_FREQ400_rep3,BF_FREQ400_rep4,BF_FREQ400_rep5,BF_FREQ450_rep1,BF_FREQ450_rep2,BF_FREQ450_rep3,BF_FREQ450_rep4,BF_FREQ450_rep5,BF_FREQ500_rep1,BF_FREQ500_rep2,BF_FREQ500_rep3,BF_FREQ500_rep4,BF_FREQ500_rep5,BF_FREQ550_rep1,BF_FREQ550_rep2,BF_FREQ550_rep3,BF_FREQ550_rep4,BF_FREQ550_rep5,BF_FREQ600_rep1,BF_FREQ600_rep2,BF_FREQ600_rep3,BF_FREQ600_rep4,BF_FREQ600_rep5,BF_FREQ650_rep1,BF_FREQ650_rep2,BF_FREQ650_rep3,BF_FREQ650_rep4,BF_FREQ650_rep5,BF_FREQ700_rep1,BF_FREQ700_rep2,BF_FREQ700_rep3,BF_FREQ700_rep4,BF_FREQ700_rep5,BF_FREQ750_rep1,BF_FREQ750_rep2,BF_FREQ750_rep3,BF_FREQ750_rep4,BF_FREQ750_rep5,BF_FREQ800_rep1,BF_FREQ800_rep2,BF_FREQ800_rep3,BF_FREQ800_rep4,BF_FREQ800_rep5,BF_FREQ850_rep1,BF_FREQ850_rep2,BF_FREQ850_rep3,BF_FREQ850_rep4,BF_FREQ850_rep5,BF_FREQ900_rep1,BF_FREQ900_rep2,BF_FREQ900_rep3,BF_FREQ900_rep4,BF_FREQ900_rep5,BF_FREQ950_rep1,BF_FREQ950_rep2,BF_FREQ950_rep3,BF_FREQ950_rep4,BF_FREQ950_rep5,BF_silent_rep1,BF_silent_rep2,BF_silent_rep3,BF_silent_rep4,BF_silent_rep5	1.0	n/a
