name	electrode_name	type	units	sampling_frequency	stream_id	gain	recording_mode
electrode0	electrode0	n/a	V	48828.125	BF_FREQ10000_rep1,BF_FREQ10000_rep2,BF_FREQ10000_rep3,BF_FREQ10000_rep4,BF_FREQ10000_rep5,BF_FREQ10500_rep1,BF_FREQ10500_rep2,BF_FREQ10500_rep3,BF_FREQ10500_rep4,BF_FREQ10500_rep5,BF_FREQ11000_rep1,BF_FREQ11000_rep2,BF_FREQ11000_rep3,BF_FREQ11000_rep4,BF_FREQ11000_rep5,BF_FREQ11500_rep1,BF_FREQ11500_rep2,BF_FREQ11500_rep3,BF_FREQ11500_rep4,BF_FREQ11500_rep5,BF_FREQ12000_rep1,BF_FREQ12000_rep2,BF_FREQ12000_rep3,BF_FREQ12000_rep4,BF_FREQ12000_rep5,BF_FREQ5000_rep1,BF_FREQ5000_rep2,BF_FREQ5000_rep3,BF_FREQ5000_rep4,BF_FREQ5000_rep5,BF_FREQ5500_rep1,BF_FREQ5500_rep2,BF_FREQ5500_rep3,BF_FREQ5500_rep4,BF_FREQ5500_rep5,BF_FREQ6000_rep1,BF_FREQ6000_rep2,BF_FREQ6000_rep3,BF_FREQ6000_rep4,BF_FREQ6000_rep5,BF_FREQ6500_rep1,BF_FREQ6500_rep2,BF_FREQ6500_rep3,BF_FREQ6500_rep4,BF_FREQ6500_rep5,BF_FREQ7000_rep1,BF_FREQ7000_rep2,BF_FREQ7000_rep3,BF_FREQ7000_rep4,BF_FREQ7000_rep5,BF_FREQ7500_rep1,BF_FREQ7500_rep2,BF_FREQ7500_rep3,BF_FREQ7500_rep4,BF_FREQ7500_rep5,BF_FREQ8000_rep1,BF_FREQ8000_rep2,BF_FREQ8000_rep3,BF_FREQ8000_rep4,BF_FREQ8000_rep5,BF_FREQ8500_rep1,BF_FREQ8500_rep2,BF_FREQ8500_rep3,BF_FREQ8500_rep4,BF_FREQ8500_rep5,BF_FREQ9000_rep1,BF_FREQ9000_rep2,BF_FREQ9000_rep3,BF_FREQ9000_rep4,BF_FREQ9000_rep5,BF_FREQ9500_rep1,BF_FREQ9500_rep2,BF_FREQ9500_rep3,BF_FREQ9500_rep4,BF_FREQ9500_rep5,BF_silent_rep1,BF_silent_rep2,BF_silent_rep3,BF_silent_rep4,BF_silent_rep5	1.0	n/a
